epoch,loss,val_loss
0,6.640078067779541,6.308203220367432
1,5.859339714050293,6.076334476470947
2,5.497679710388184,5.9661736488342285
3,5.213006019592285,5.922290802001953
4,4.964056015014648,5.917322635650635
5,4.740020751953125,5.917557239532471
6,4.533735752105713,5.96042013168335
7,4.341107368469238,5.99798059463501
8,4.161972522735596,6.042069435119629
9,3.9940993785858154,6.08794641494751
10,3.8360595703125,6.134415149688721
11,3.6881277561187744,6.221988201141357
12,3.550093650817871,6.2848286628723145
13,3.4216420650482178,6.354551315307617
14,3.3019332885742188,6.40176248550415
15,3.1902976036071777,6.4962592124938965
16,3.0863800048828125,6.551666736602783
17,2.990490198135376,6.625339984893799
18,2.900188446044922,6.693263530731201
19,2.815894365310669,6.747708797454834
20,2.7372710704803467,6.8089752197265625
21,2.662694215774536,6.881728649139404
22,2.5935182571411133,6.949305057525635
23,2.5276424884796143,7.031349182128906
24,2.4657561779022217,7.083292484283447
25,2.4072229862213135,7.1443352699279785
26,2.3513989448547363,7.229381084442139
27,2.300520420074463,7.299110412597656
28,2.2497267723083496,7.352723598480225
29,2.2015302181243896,7.401394367218018
30,2.157532215118408,7.495475769042969
31,2.114363193511963,7.535991191864014
32,2.0735294818878174,7.621878147125244
33,2.0339698791503906,7.680892467498779
34,1.996683120727539,7.730983257293701
35,1.9601902961730957,7.783250331878662
36,1.926533579826355,7.829075813293457
37,1.8914490938186646,7.903564929962158
38,1.8597124814987183,7.9825663566589355
39,1.828881025314331,8.0496187210083
40,1.798850655555725,8.110292434692383
41,1.7706104516983032,8.173657417297363
42,1.7428597211837769,8.207857131958008
43,1.7150956392288208,8.25522518157959
44,1.6887836456298828,8.293045043945312
45,1.6644254922866821,8.387194633483887
46,1.6407654285430908,8.444849967956543
47,1.615646481513977,8.474297523498535
48,1.5935137271881104,8.577653884887695
49,1.5722506046295166,8.630661964416504
50,1.5490065813064575,8.652334213256836
51,1.5288139581680298,8.700238227844238
52,1.5078941583633423,8.778620719909668
53,1.4882323741912842,8.815075874328613
54,1.4697027206420898,8.840850830078125
55,1.4524887800216675,8.921056747436523
56,1.4320462942123413,8.994027137756348
57,1.4139901399612427,9.087515830993652
58,1.3989391326904297,9.081341743469238
59,1.3806579113006592,9.136014938354492
60,1.3629497289657593,9.208404541015625
61,1.348160982131958,9.273637771606445
62,1.3323676586151123,9.270869255065918
63,1.3161933422088623,9.357636451721191
64,1.3052769899368286,9.371136665344238
65,1.2858260869979858,9.48629093170166
66,1.2720246315002441,9.519516944885254
67,1.2610044479370117,9.527923583984375
68,1.2482966184616089,9.600847244262695
69,1.2326579093933105,9.701160430908203
70,1.2189103364944458,9.657459259033203
71,1.2067011594772339,9.730023384094238
72,1.193870186805725,9.814881324768066
73,1.1811504364013672,9.879127502441406
74,1.1717052459716797,9.919517517089844
75,1.158600926399231,9.940410614013672
76,1.1464824676513672,9.986568450927734
77,1.1356418132781982,10.045059204101562
78,1.1259123086929321,10.089254379272461
79,1.1123207807540894,10.12639331817627
80,1.102664589881897,10.212625503540039
81,1.092394471168518,10.249584197998047
82,1.0820592641830444,10.26526165008545
83,1.0729656219482422,10.334043502807617
84,1.0618479251861572,10.33928394317627
85,1.0531232357025146,10.364123344421387
86,1.0434058904647827,10.455114364624023
87,1.0341308116912842,10.534541130065918
88,1.0254226922988892,10.529593467712402
89,1.0149428844451904,10.605877876281738
90,1.0074104070663452,10.633569717407227
91,0.9973593950271606,10.660143852233887
92,0.9890604019165039,10.69221305847168
93,0.9823816418647766,10.74738883972168
94,0.9759780764579773,10.758066177368164
95,0.9668553471565247,10.80849552154541
96,0.9622156620025635,10.861498832702637
97,0.9498488903045654,10.897153854370117
98,0.9414355754852295,10.91239070892334
99,0.9342220425605774,10.965362548828125
