	year	author	title	filename code	api code	lang
304	1859	Ibsen, Henrik	Sang ved Fru Marie Gerhardine Hoffs Grav den 30te Mai 1859	2010011312010	2010011312010	nob
318	1862	Sinding, Otto	Skovstjerner : en liden Digtsamling	2009080603025	2009080603025	nob
322	1855	Munch, A. (Andreas)	Digte og Fortællinger, ældre og nyere	2010021603005	2010021603005	nob
324	1877	Munch, A.	Mindedigte over norske og danske Mænd og Kvinder fra 1834 til 1877	2006082400015	2006082400015	nob
325	1861	Munch, A.	Salomon de Caus : Dramatisk Digtning	2012073108078	2012073108078	nob
326	1860	Munch, A.	Kongehallen i Bergen : Festspil med Sang	2009090903015	2009090903015	nob
327	1862	Munch, A.	Nye digte	2009090403003	2009090403003	nob
332	1890	Kjerulf, Theodor	Digte og Skizzer	2010042706024	2010042706024	nob
333	1854	Kjerulf, Theodor	Digte	2013080508339	2013080508339	nob
342	1855	Homann, Peter Jacob	Den opdigtede Elsker : en norsk Roman af det virkelige Liv : (Justitssagen mod den bergenske Tjenestepige Grethe Johanne Gregoriusdatter og Christian Mølbach)	2012070913002	2012070913002	nob
343	1858	Kingo, Thomas	Den forordnede Kirke-Psalmebog : til Gudstjeneste paa Søndagene, Festerne, Bededagene, og til anden gudelig Brug i Kirken og Huus-Andagt, af gamle aanderige Sange, tilligemed Collecter, Epistler og Evangelier, Lidelseshistorien, Kirke- og andre Bønner, samt Den Norske Kirkes symboliske Bøger	2010092803012	2010092803012	nob
350	1870	Qvisling, J.L.	Ikabod : halvhundrede Digte	2011072720013	2011072720013	nob
351	1880	Olsen, Erik	Barnets Lovsange	2011051812005	2011051812005	nob
365	1860	Bentzen, I.H.	Stjerneskud : en Samling af nyere Digte	2009062910001	2009062910001	nob
366	1870	Bentzen, I.H.	Gule Blade : nogle Digte	2009062210001	2009062210001	nob
367	1900	Krag, Thomas P.	Hjem : Sang i Prosa	2012041608042	2012041608042	nob
380	1881	Skavlan, Sigvald	David, Israels Konge og Digter : tre Foredrag	2013080508303	2013080508303	nob
383	1861	Bjørnson, Bjørnstjerne	Sang, afsungen ved Koncerten for Christies Minde, den 17de Mai 1861	2008060613032	2008060613032	nob
384	1860	Bjørnson, Bjørnstjerne	Sang for Kunst og Literatur : sungen i det norske Selskab den 12te April 1860	2008061913043	2008061913043	nob
388	1860	Bjørnson, Bjørnstjerne	"""Har du hørt, hvad Svensken siger"" : Folkesang"	2008060613031	2008060613031	nob
390	1866	Bjørnson, Bjørnstjerne	Sanger-Minder : Anden Sangerfest i Kristiania 3dje Maj 1866	2008061913041	2008061913041	nob
391	1868	Bjørnson, Bjørnstjerne	Fædrelandssang : sungen første Gang ved Fanetoget til Welhaven den 12te November 1868	2008061913031	2008061913031	nob
393	1870	Bjørnson, Bjørnstjerne	Sang ved herr Carl Arnold og fru Henriette Arnolds guldbryllup : i Kristiania den 13 december 1870	2008060613021	2008060613021	nob
394	1872	Bjørnson, Bjørnstjerne	Sangen har Lysning	2008060613002	2008060613002	nob
395	1872	Bjørnson, Bjørnstjerne	Sangen	2008060613001	2008060613001	nob
396	1863	Bjørnson, Bjørnstjerne	Til Bergen : ved den femte store Sangerfest, Bergen 14-17 Juni 1863 : afsunget under det offentlige Møde af Kristiania Sangforeninger	2008060613034	2008060613034	nob
397	1869	Bjørnson, Bjørnstjerne	Sang ved Festen paa Akershus Søndag den 20de Juni	2008061913026	2008061913026	nob
398	1872	Bjørnson, Bjørnstjerne	Sang på den fem og tyvende bryllops-dag i det Behrens'ske bryllops-år	2008060613015	2008060613015	nob
400	1873	Bjørnson, Bjørnstjerne	Sang ved den norske stortings-deputations middag for den svenske rigsdags-deputation (i Throndhjem 1873)	2008060613029	2008060613029	nob
401	1866	Bjørnson, Bjørnstjerne	Sang til Johanne Louise Heiberg fra de norske Studenter	2008061913039	2008061913039	nob
402	1871	Bjørnson, Bjørnstjerne	Folkesang ved Tunsbergs Tusenaars-Fest Jonsok-Kvæld 1871	2008060613023	2008060613023	nob
403	1880	Bjørnson, Bjørnstjerne	Digte og sange	2012102208034	2012102208034	nob
407	1869	Bjørnson, Bjørnstjerne	Sang ved Festen paa Akershus	2008061913025	2008061913025	nob
411	1851	Bjørnson, Bjørnstjerne	"Sang paa ""Raumas"" 3die Aarsfest : den 17de December 1851"	2008061913019	2008061913019	nob
415	1872	Bjørnson, Bjørnstjerne	Ved kirke-sanger A. Reitan's jordefærd den 4de september 1872	2008060613006	2008060613006	nob
419	1852	Jensen, P.A. (Peter Andreas)	Dramatiske Digtninger : Kong Gorm ; Huldrens Hjem ; Olaf i Venden	2007091202001	2007091202001	nob
421	1897	Rolfsen, Nordahl	Norske Digtere : en Anthologi med Biografier og Portrætter af norske Digtere fra Petter Dass til vore Dage	2009020203021	2009020203021	nob
422	1886	Rolfsen, Nordahl	Norske Digtere : en Anthologi med Biografier og Portrætter af norske Digtere fra Petter Dass til vore Dage	2012080224001	2012080224001	nob
425	1891	Kolsrud, Jul.	Sang og strengeleg for Herren : en kristelig folkesangbog med bogstavmerker for gitarspil	2009010703006	2009010703006	nob
429	1875	Dahl, Jonas	Den virksomme Kjærlighed : nogle Salmer til kjendte Melodier	2006081800069	2006081800069	nob
437	1898	Andersen, Tryggve	Digte	2009032303011	2009032303011	nob
438	1894	Nielsen, Wilhelm	Digte : udgivne efter hans død	2009032303010	2009032303010	nob
445	1897	Diesen, Thorstein	Et mindeværdigt Halvaar	2009050503001	2009050503001	nob
448	1900	Vogt, Nils Collett	Det dyre Brød : Digte	2012031308022	2012031308022	nob
455	1894	Vogt, Nils Collett	Fra Vaar til Høst : Digte	2010042106068	2010042106068	nob
457	1896	Vogt, Nils Collett	Musik og Vaar : nye Digte	2013041105048	2013041105048	nob
467	1814	Sigwardt, Matthias	Sang efter Edens Aflæggelse af Menigheden i Opsloe-Kirke paa den almindelige og høitidelige Bededag den 25de Februar 1814	2009062413017	2009062413017	nob
470	1902	Næss, H.J.	Stue-Blomster : Sange	2011112524015	2011112524015	nob
471	1875	Nøhring, Chr.	Alvor og Skjemt : Digte og Sange, deels originale, deels oversatte	2013042608031	2013042608031	nob
473	1878	Borchgrevink, Einar	Religiøse Digte	2010070605133	2010070605133	nob
476	1868	Kjerulf, Halfdan	Fem Sange af Björnstjerne Björnson : Op. 14	2010042210001	2010042210001	nob
480	1878	Øyen, Andreas Wilhelm Wexels	Digte	2013061708135	2013061708135	nob
485	1900	Landstad, M.B.	Kirkesalmebog, efter offentlig Foranstaltning samlet og udarbeidet ved M.B. Landstad	2011080220002	2011080220002	nob
486	1902	Landstad, M.B.	Salmebogens liturgiske Del : indeholdende Kolekter, Epistler og Evangelier : den nye  Alterbogs Bestemmelser om Gudstjenesten og enkelte kirkelige Handlinger samt bønner ved særlig eller huslig Andakt	2012012612003	2012012612003	nob
487	1901	Landstad, M.B.	Kirkesalmebog : efter offentlig foranstaltning	2011102812001	2011102812001	nob
488	1899	Landstad, M.B.	Kirkesalmebog : efter offentlig Foranstaltning	2011021612006	2011021612006	nob
489	1856	Landstad, M.B.	Jule-Salmer, saadanne som de agtes foreslaaede til kirkeligt Brug	2012051608041	2012051608041	nob
491	1852	Landstad, M.B.	Neslands kirke : et digt	2008112703011	2008112703011	nob
492	1899	Landstad, M.B.	Kirkesalmebog	2010080213002	2010080213002	nob
493	1900	Landstad, M.B.	Salmebog for Lutherske Kristne i Amerika : M.B. Landstads Kirkesalmebog med nogle Forandringer og et Tillæg	2011102112001	2011102112001	nob
495	1900	Landstad, M.B.	Kirkesalmebog	2011072812001	2011072812001	nob
497	1880	Landstad, M.B.	Kirkesalmebog	2011062212001	2011062212001	nob
504	1895	Anderssen, Otto	Den norske studentersangforening 1845-1895 : festskrift udgivet i anledning af foreningens 50aars jubilæum	2009021603003	2009021603003	nob
509	1887	Stenersen, L.B.	Catul's Digtning : oplyst i dens Sammenhæng med den tidligere græske og latinske Literatur	2008040200101	2008040200101	nob
517	1882	Wergeland, Henrik	Digterværker og prosaiske Skrifter. D. 2 : Større Digte	2008033104047	2008033104047	nob
520	1883	Wergeland, Henrik	Digterværker og prosaiske Skrifter. D. 4 : Farcer	2008033104024	2008033104024	nob
521	1882	Wergeland, Henrik	Digterværker og prosaiske Skrifter. D. 1 : Mindre Digte	2008033104026	2008033104026	nob
524	1857	Wergeland, Henrik	Mindre Digte. 1	2008092512001	2008092512001	nob
527	1882	Wergeland, Henrik	Digterværker og prosaiske Skrifter. D. 3 : Mennesket : et Digt : en Omarbejdelse af Skabelsen, Mennesket og Messias	2008033104027	2008033104027	nob
528	1884	Wergeland, Henrik	Digterværker og prosaiske Skrifter. D. 6 Anden Del : Prosaiske Skrifter	2008033104037	2008033104037	nob
529	1884	Wergeland, Henrik	Digterværker og prosaiske Skrifter. D. 5 Første Del : Prosaiske Skrifter	2008033104023	2008033104023	nob
533	1866	Brun, M.V.	Svantevits Datter : Folkeskuespil med Sange og Chor i 5 Acter	2009072703009	2009072703009	nob
534	1855	Gislesen, Henriette	Psalmer til Morgen- og Aftenandagt samlede til Brug for Kirken i Huset	2008102303007	2008102303007	nob
535	1890	Jensen, Gustav	Juleaften : et Digt	2010031912006	2010031912006	nob
541	1895	Boye, Eyvind	Digte	2009021703002	2009021703002	nob
543	1888	Spurgeon, C.H. (Charles Haddon)	Det gyldne Alfabet i Bibelens hellige Lovsange : fremstillende den Troendes Fryd i Herrens Ord : opbyggelige Betragtninger over den et hundrede og nittende Salme	2007090610002	2007090610002	nob
546	1868	Olson, H.	"Et Kontradikt til det af Professor Walther udgivne Skrift kaldet: ""Frikirken"", eller ""en evangelisk-luthersk Steds Menigheds rette Skikkelse"" : læs og prøv, førend du dømmer!"	2012071612001	2012071612001	nob
551	1903	Vinje, A.O. (Aasmund Olavsson)	Dikt og prosaskrifter	2008040200006	2008040200006	nno
554	1849	Hauge, A. Andreas	Psalmer til Brug ved Missions-Sammenkomster	2008112703021	2008112703021	nob
567	1883	Norby, Jakob	Digtarterne : omrids til skolebrug	2008072304029	2008072304029	nob
568	1867	Janson, Kristofer	Norske dikt	2009081903036	2009081903036	nno
570	1898	Janson, Kristofer	Salmer	2009041513001	2009041513001	nob
571	1894	Janson, Kristofer	Kjærlighedshoffet i Narbona : Digtcyklus	2009042112004	2009042112004	nob
573	1895	Nilsen, Karen	Kvinders sange	2012030706060	2012030706060	nob
575	1894	Nilsen, Karen	Gransus : nye Digte til beslægtede Sjæle	2013061308130	2013061308130	nob
576	1859	Sundt, Johan L.	Christkirken i Nidaros : digtning	2009082103026	2009082103026	nob
579	1866	Blom, P.	Aandeligt Strengespil : en Samling Sange, Sukke og Psalmer	2009090203007	2009090203007	nob
581	1854	Bentsen, H.	Lyriske Smaadigte : en Prøvesamling	2009021812003	2009021812003	nob
592	1862	Johnsen, J.	En aandelig Sangbog for angerfulde, bodfærdige og troende Sjæle : som ville frygte og elske Gud	2010092803011	2010092803011	nob
