epoch,accuracy,loss,val_accuracy,val_loss
0,0.8105490207672119,0.38161057233810425,0.5,0.5525311827659607
1,0.8657419085502625,0.29741254448890686,0.8591597676277161,0.5256655216217041
2,0.9289480447769165,0.27400046586990356,0.8674242496490479,0.4851199984550476
3,0.932044506072998,0.25429630279541016,0.8922176361083984,0.4277166724205017
4,0.9321072697639465,0.23840537667274475,0.8987603187561035,0.3988746702671051
5,0.9332161545753479,0.23072385787963867,0.917011022567749,0.3711388409137726
6,0.9328604936599731,0.22276030480861664,0.9135674834251404,0.3498268127441406
7,0.9338020086288452,0.2122618407011032,0.9094352722167969,0.371137410402298
8,0.9363963603973389,0.20739857852458954,0.9369834661483765,0.3230361342430115
9,0.9374424815177917,0.20299261808395386,0.9176997542381287,0.3551847040653229
10,0.9380491971969604,0.20145949721336365,0.9180440902709961,0.3593272864818573
11,0.9391162395477295,0.19927158951759338,0.9352617263793945,0.3139525353908539
12,0.9394928216934204,0.19438113272190094,0.936639130115509,0.29738059639930725
13,0.9411038756370544,0.18996471166610718,0.9331955909729004,0.3137364983558655
14,0.9389907121658325,0.19566933810710907,0.942148745059967,0.3018662929534912
15,0.9431960582733154,0.1882104128599167,0.9325068593025208,0.34124165773391724
16,0.9467319250106812,0.17828842997550964,0.94111567735672,0.29434454441070557
17,0.9487404823303223,0.173457533121109,0.9431818127632141,0.2854054868221283
18,0.9493053555488586,0.16858218610286713,0.9359503984451294,0.3085988461971283
19,0.9498284459114075,0.16598303616046906,0.9404270052909851,0.27296125888824463
20,0.9504560828208923,0.16389350593090057,0.9438705444335938,0.3070499002933502
21,0.9517741799354553,0.16506686806678772,0.9387052059173584,0.2958548963069916
22,0.9508745670318604,0.16504158079624176,0.9397382736206055,0.29423844814300537
23,0.9530923366546631,0.16120746731758118,0.9380165338516235,0.2859940528869629
24,0.952025294303894,0.16349820792675018,0.9376721978187561,0.28586462140083313
25,0.9535735249519348,0.15667827427387238,0.9459366202354431,0.2596741318702698
26,0.9549962282180786,0.15340211987495422,0.9373278021812439,0.30272823572158813
27,0.9567118883132935,0.15153564512729645,0.939393937587738,0.29648810625076294
28,0.954243004322052,0.15584975481033325,0.9424931406974792,0.28342750668525696
29,0.9570257067680359,0.14938096702098846,0.9497244954109192,0.24327880144119263
30,0.9567328095436096,0.14867714047431946,0.9349173307418823,0.33310502767562866
31,0.9562934041023254,0.14523398876190186,0.94111567735672,0.30118340253829956
32,0.9562934041023254,0.1457357257604599,0.9452479481697083,0.2826387882232666
33,0.9575278162956238,0.14192381501197815,0.9480027556419373,0.2854330241680145
34,0.9575905799865723,0.1444864273071289,0.9476584196090698,0.2604503333568573
35,0.9601012468338013,0.1376330703496933,0.9493801593780518,0.25463879108428955
36,0.9595782160758972,0.1397853046655655,0.9462810158729553,0.27955785393714905
37,0.9579881429672241,0.13683460652828217,0.9473140239715576,0.28023311495780945
38,0.9594736099243164,0.13684216141700745,0.9531680345535278,0.2617442011833191
39,0.9591807126998901,0.13687580823898315,0.9497244954109192,0.2861356735229492
40,0.9609590768814087,0.13503096997737885,0.9359503984451294,0.2970799505710602
41,0.959933876991272,0.13586559891700745,0.9514462947845459,0.296395868062973
42,0.9626328349113464,0.12898941338062286,0.9490358233451843,0.27706050872802734
43,0.9618796706199646,0.12881194055080414,0.9514462947845459,0.2660500109195709
44,0.9611892104148865,0.13126161694526672,0.9538567662239075,0.27935144305229187
45,0.9629467129707336,0.12970028817653656,0.9490358233451843,0.30032166838645935
46,0.9629467129707336,0.12498728185892105,0.944903552532196,0.33142146468162537
47,0.9659176468849182,0.12137094140052795,0.9535123705863953,0.2656100392341614
48,0.9657711982727051,0.11655451357364655,0.9442148804664612,0.2893599569797516
49,0.9670474529266357,0.11693412065505981,0.9531680345535278,0.25674310326576233
50,0.9666708707809448,0.11724909394979477,0.9511018991470337,0.2577594816684723
51,0.96775883436203,0.11177562177181244,0.9548898339271545,0.24257361888885498
52,0.967465877532959,0.11080791056156158,0.952479362487793,0.3028917610645294
53,0.9671520590782166,0.11247024685144424,0.9504132270812988,0.27170059084892273
54,0.9679262042045593,0.1079331487417221,0.9497244954109192,0.3057436943054199
55,0.9685538411140442,0.1083436831831932,0.9542011022567749,0.2614302337169647
56,0.9672985076904297,0.11236546188592911,0.9414600729942322,0.32690125703811646
57,0.9681144952774048,0.10774781554937363,0.9576446413993835,0.24929854273796082
58,0.9696627259254456,0.1060735359787941,0.9511018991470337,0.2871752381324768
59,0.9685538411140442,0.10564611107110977,0.9480027556419373,0.3240603506565094
60,0.9693070650100708,0.10321055352687836,0.9490358233451843,0.2866590619087219
61,0.9688048958778381,0.10470882803201675,0.956267237663269,0.2768084406852722
62,0.9693489074707031,0.10580434650182724,0.9576446413993835,0.2834928631782532
63,0.9695790410041809,0.10455720871686935,0.9493801593780518,0.2956179082393646
64,0.9713993072509766,0.09761664271354675,0.955234169960022,0.26359421014785767
65,0.9705623984336853,0.10014880448579788,0.9535123705863953,0.3230098485946655
66,0.9707506895065308,0.10104330629110336,0.9531680345535278,0.32121655344963074
