epoch,accuracy,loss,val_accuracy,val_loss
0,0.7261182069778442,0.6036536693572998,0.8660221099853516,0.4190867841243744
1,0.8128308653831482,0.4587891101837158,0.8743094205856323,0.3230512738227844
2,0.8458549976348877,0.39435267448425293,0.8964088559150696,0.2821172773838043
3,0.8598417043685913,0.3595571517944336,0.8929557800292969,0.26385390758514404
4,0.8735126852989197,0.33340463042259216,0.8977900743484497,0.24874141812324524
5,0.8848283290863037,0.3093181848526001,0.9205800890922546,0.22584746778011322
6,0.8908746242523193,0.2980324923992157,0.9136740565299988,0.21902649104595184
7,0.8985722064971924,0.2831060290336609,0.9178176522254944,0.2191157042980194
8,0.9029187560081482,0.26902857422828674,0.9226519465446472,0.21128585934638977
9,0.9063425660133362,0.26300379633903503,0.9233425259590149,0.20841431617736816
10,0.9088436961174011,0.25462040305137634,0.9309391975402832,0.2033761590719223
11,0.9118790030479431,0.24747487902641296,0.9274861812591553,0.19659830629825592
12,0.9144529104232788,0.24311485886573792,0.9309391975402832,0.2053678035736084
13,0.9181195497512817,0.2304726094007492,0.9323204159736633,0.19561590254306793
14,0.9193093776702881,0.22791503369808197,0.9288673996925354,0.21027174592018127
15,0.9228789210319519,0.2229333370923996,0.935773491859436,0.20013636350631714
16,0.9228060841560364,0.21657055616378784,0.9371547102928162,0.206439808011055
17,0.9239473342895508,0.21462255716323853,0.9364640712738037,0.2070627510547638
18,0.9269098043441772,0.21183322370052338,0.9343922734260559,0.19769169390201569
