epoch,loss,val_loss
0,0.6054282188415527,0.32238292694091797
1,0.2599206566810608,0.21500197052955627
2,0.20639851689338684,0.19594711065292358
3,0.19270102679729462,0.18927444517612457
4,0.1862073540687561,0.18258516490459442
5,0.17946717143058777,0.1743069589138031
6,0.16767309606075287,0.15873315930366516
7,0.14948385953903198,0.13833148777484894
8,0.13081911206245422,0.1221187487244606
9,0.11760769784450531,0.10969028621912003
10,0.10645560920238495,0.09876379370689392
11,0.09581571072340012,0.08830218762159348
12,0.08623045682907104,0.07971841096878052
13,0.07975676655769348,0.0742068663239479
14,0.07480984181165695,0.06956987828016281
15,0.07126117497682571,0.06532613933086395
16,0.06636695563793182,0.061731018126010895
17,0.05958585813641548,0.05202491208910942
18,0.05311174318194389,0.04729178920388222
19,0.04824262484908104,0.04307251051068306
20,0.04463503509759903,0.04035720229148865
21,0.041392117738723755,0.03653181344270706
22,0.03812465816736221,0.032998666167259216
23,0.03462769836187363,0.030465956777334213
24,0.031901102513074875,0.02863212674856186
25,0.02916744537651539,0.025699399411678314
26,0.027266107499599457,0.024438006803393364
27,0.02497977763414383,0.023238124325871468
28,0.024402422830462456,0.020850302651524544
29,0.020721934735774994,0.019258402287960052
30,0.020019762217998505,0.019430091604590416
31,0.017788931727409363,0.016865162178874016
32,0.016826201230287552,0.016008317470550537
33,0.015260159969329834,0.014842725358903408
34,0.013497588224709034,0.014775789342820644
35,0.011822926811873913,0.01371951587498188
36,0.010515771806240082,0.012558515183627605
37,0.009724457748234272,0.01382471900433302
38,0.00875181145966053,0.011674062348902225
39,0.007747745141386986,0.011856965720653534
40,0.007220389321446419,0.012571410275995731
41,0.00702587328851223,0.011476974934339523
42,0.005296532530337572,0.010482107289135456
43,0.004614429548382759,0.010269834659993649
44,0.0038269103970378637,0.01015033945441246
45,0.0031578713096678257,0.009674166329205036
46,0.002762188669294119,0.011241362430155277
47,0.0026404254604130983,0.009767337702214718
48,0.002352342242375016,0.009226673282682896
49,0.0022036470472812653,0.013958580791950226
50,0.0025907729286700487,0.01256975531578064
51,0.0019247300224378705,0.012528671883046627
52,0.0017078324453905225,0.010605274699628353
53,0.0014001752715557814,0.010595082305371761
