epoch,accuracy,loss,val_accuracy,val_loss
0,0.5359815955162048,0.6820319294929504,0.8004143834114075,0.6287265419960022
1,0.7326424717903137,0.595584511756897,0.8680939078330994,0.4705987274646759
2,0.8115140795707703,0.49510273337364197,0.8791436553001404,0.36607125401496887
3,0.844214141368866,0.41795435547828674,0.8950276374816895,0.31040462851524353
4,0.8624064326286316,0.38121944665908813,0.9026243090629578,0.28056466579437256
5,0.868163526058197,0.37142214179039,0.9095304012298584,0.2694750130176544
6,0.8748416900634766,0.35591599345207214,0.9116021990776062,0.25824326276779175
7,0.8816350102424622,0.33043158054351807,0.9046961069107056,0.2565281391143799
8,0.8858951926231384,0.33414846658706665,0.9109116196632385,0.2475271075963974
9,0.8884283304214478,0.3137553632259369,0.9129834175109863,0.24207042157649994
10,0.8863557577133179,0.3238675892353058,0.9129834175109863,0.2425982654094696
11,0.8903857469558716,0.3142783045768738,0.9102209806442261,0.235883891582489
12,0.8850892186164856,0.31732261180877686,0.9081491827964783,0.23563480377197266
13,0.8893494606018066,0.31349292397499084,0.9136740565299988,0.2336692363023758
14,0.8936096429824829,0.3092234432697296,0.9219613075256348,0.2330370992422104
15,0.8947610855102539,0.29450762271881104,0.9116021990776062,0.2350292056798935
16,0.8991364240646362,0.29333293437957764,0.9129834175109863,0.22615864872932434
17,0.897869884967804,0.3042788505554199,0.9136740565299988,0.2200523465871811
18,0.8983304500579834,0.29260003566741943,0.9185082912445068,0.22157235443592072
19,0.8999424576759338,0.2861100733280182,0.916436493396759,0.21641337871551514
20,0.8998273015022278,0.28428879380226135,0.9191988706588745,0.22108536958694458
21,0.9012089967727661,0.2892400622367859,0.9116021990776062,0.21532171964645386
22,0.902014970779419,0.2814273536205292,0.9116021990776062,0.21992456912994385
23,0.897869884967804,0.2870704233646393,0.9129834175109863,0.20593948662281036
24,0.9018998146057129,0.27650660276412964,0.9122928380966187,0.21036642789840698
25,0.9037420749664307,0.2747810184955597,0.916436493396759,0.2049376517534256
26,0.9101899862289429,0.26803943514823914,0.9191988706588745,0.20262472331523895
27,0.9055843353271484,0.26988011598587036,0.9171270728111267,0.20707246661186218
28,0.9017846584320068,0.2723858058452606,0.9240331649780273,0.19319355487823486
29,0.9071963429450989,0.26147186756134033,0.9191988706588745,0.19428761303424835
30,0.912262499332428,0.25054630637168884,0.9240331649780273,0.19748026132583618
31,0.9096142649650574,0.2527194023132324,0.9288673996925354,0.19258208572864532
32,0.9112262725830078,0.25024476647377014,0.9261049628257751,0.1880904585123062
