epoch,accuracy,loss,val_accuracy,val_loss
0,0.8325746059417725,0.3972836136817932,0.9270220994949341,0.1819637417793274
1,0.9193809628486633,0.22357483208179474,0.9441460967063904,0.12619303166866302
2,0.9308184385299683,0.1835414320230484,0.953786313533783,0.10684414952993393
3,0.9391763210296631,0.16405995190143585,0.9704452157020569,0.08390403538942337
4,0.9473087191581726,0.14314661920070648,0.9767874479293823,0.07435023039579391
5,0.9531014561653137,0.13077488541603088,0.9791552424430847,0.06325452029705048
6,0.9569702744483948,0.11971253156661987,0.983087420463562,0.05507128685712814
7,0.9607405066490173,0.11239132285118103,0.9846940636634827,0.04688574746251106
8,0.962925136089325,0.10548244416713715,0.9868927597999573,0.04167162626981735
9,0.9640808701515198,0.10195031762123108,0.9869772791862488,0.038932815194129944
10,0.9657227993011475,0.09508053213357925,0.9871464371681213,0.04167595133185387
11,0.966906726360321,0.09332971274852753,0.9893027544021606,0.03432918339967728
12,0.9671885967254639,0.09205467998981476,0.9890913963317871,0.034490033984184265
13,0.9687601327896118,0.0887804701924324,0.9870618581771851,0.03966458514332771
14,0.9704585075378418,0.08274272084236145,0.9910362958908081,0.027435144409537315
15,0.9707121849060059,0.08243348449468613,0.9923470616340637,0.02269885689020157
16,0.9706699252128601,0.08109630644321442,0.9920933842658997,0.025588035583496094
17,0.9711772799491882,0.08183703571557999,0.9923470616340637,0.025409646332263947
18,0.9716846942901611,0.07756796479225159,0.9931080937385559,0.022335169836878777
19,0.9740102291107178,0.0714060440659523,0.9931504130363464,0.02139507420361042
20,0.9729602336883545,0.07570254057645798,0.994376540184021,0.018256518989801407
21,0.9741018414497375,0.07138457149267197,0.994503378868103,0.018875252455472946
22,0.9749897718429565,0.06899021565914154,0.9940382838249207,0.023659754544496536
23,0.9749475121498108,0.06958553194999695,0.9876960515975952,0.035778507590293884
24,0.9751659631729126,0.06940337270498276,0.9958564043045044,0.013867057859897614
25,0.9755958318710327,0.06769400835037231,0.9937423467636108,0.02075822651386261
26,0.975821316242218,0.06695480644702911,0.99526447057724,0.014919648878276348
27,0.9759552478790283,0.066262386739254,0.9962369203567505,0.013248160481452942
28,0.9765401482582092,0.06556219607591629,0.9909517765045166,0.027678176760673523
29,0.9769841432571411,0.06448051333427429,0.995518147945404,0.014229003340005875
30,0.9774351119995117,0.06301309913396835,0.9965751767158508,0.010606251657009125
31,0.977392852306366,0.06197124719619751,0.9970825910568237,0.010099003091454506
32,0.9772871136665344,0.06302700936794281,0.9964906573295593,0.012414686381816864
33,0.9775338172912598,0.06069986894726753,0.9957295656204224,0.013117554597556591
34,0.9783865213394165,0.059682056307792664,0.9968711733818054,0.009393091313540936
35,0.9778015613555908,0.060950640588998795,0.9964906573295593,0.01175050251185894
36,0.9785556197166443,0.057419370859861374,0.9968289136886597,0.010770074091851711
37,0.9778861403465271,0.05985674634575844,0.9963214993476868,0.01120043359696865
38,0.9782243967056274,0.0596054308116436,0.9975899457931519,0.00849689170718193
39,0.9790841341018677,0.0561390295624733,0.9978013634681702,0.007902590557932854
40,0.9792885184288025,0.056788403540849686,0.9978859424591064,0.007540101185441017
41,0.9784781336784363,0.057575471699237823,0.9977167844772339,0.00635760510340333
42,0.9790559411048889,0.05657355487346649,0.9977167844772339,0.008611228317022324
43,0.9795633554458618,0.05412030592560768,0.9977167844772339,0.006243952549993992
44,0.9790278077125549,0.057943474501371384,0.9953490495681763,0.012683321721851826
45,0.9791052937507629,0.05752968043088913,0.997970461845398,0.006186669692397118
46,0.9798170328140259,0.0546950101852417,0.9975476861000061,0.007857873104512691
47,0.9793378710746765,0.05566338077187538,0.9980550408363342,0.00718648498877883
48,0.9808036684989929,0.05226419121026993,0.9980127811431885,0.006475244183093309
49,0.9806345105171204,0.052600111812353134,0.9975899457931519,0.008697778917849064
50,0.9802046418190002,0.05393002927303314,0.9978436231613159,0.006151749286800623
51,0.9799157381057739,0.053829070180654526,0.9983087182044983,0.005497874226421118
52,0.9807895421981812,0.05101097747683525,0.9983510375022888,0.005505911074578762
53,0.9796197414398193,0.055570706725120544,0.9969557523727417,0.011335190385580063
54,0.9805710911750793,0.05330926552414894,0.9985201358795166,0.005259496625512838
55,0.9806204438209534,0.051915474236011505,0.9976745247840881,0.006098643876612186
56,0.980218768119812,0.051817674189805984,0.9986469745635986,0.004221563693135977
57,0.9806486368179321,0.05167609825730324,0.9985201358795166,0.006184677127748728
