epoch,loss,val_loss
0,0.30319127440452576,0.05422230809926987
1,0.0409923754632473,0.037220925092697144
2,0.03669200465083122,0.03610534593462944
3,0.03593569993972778,0.035612866282463074
4,0.03559296950697899,0.035360194742679596
5,0.03538236767053604,0.035225559026002884
6,0.03522157296538353,0.03511607646942139
7,0.035113751888275146,0.03495001047849655
8,0.034969620406627655,0.03489767387509346
9,0.03476301208138466,0.03449176624417305
10,0.0342586450278759,0.03387979790568352
11,0.03338058292865753,0.03279643505811691
12,0.03224581107497215,0.03163782134652138
13,0.031093794852495193,0.030370419844985008
14,0.02989398129284382,0.029260599985718727
15,0.02891668491065502,0.028350237756967545
16,0.028054991737008095,0.02758137881755829
17,0.0272560752928257,0.026688355952501297
18,0.026487983763217926,0.025843923911452293
19,0.025600217282772064,0.025017205625772476
20,0.02462053671479225,0.023963486775755882
21,0.02356005646288395,0.022957466542720795
22,0.022413184866309166,0.021630991250276566
23,0.021183783188462257,0.02050756849348545
24,0.02001451514661312,0.019310684874653816
25,0.01896009035408497,0.01824074424803257
26,0.01783348247408867,0.017328880727291107
27,0.01675492711365223,0.016266264021396637
28,0.015765991061925888,0.015430164523422718
29,0.014904116280376911,0.014548620209097862
30,0.014038482680916786,0.013905518688261509
31,0.01332404650747776,0.013132414780557156
32,0.012543709017336369,0.012412908487021923
33,0.011776568368077278,0.011699643917381763
34,0.011146606877446175,0.01121220737695694
35,0.01049580704420805,0.010679617524147034
36,0.009953674860298634,0.010273640975356102
37,0.00953608937561512,0.009882441721856594
38,0.009110854007303715,0.00959019549190998
39,0.008712369948625565,0.009104962460696697
40,0.00833195261657238,0.008739374577999115
41,0.007917854003608227,0.008457041345536709
42,0.007570192683488131,0.008128841407597065
43,0.007246518973261118,0.007791625801473856
44,0.006965873762965202,0.007593781687319279
45,0.006685448344796896,0.00731189688667655
46,0.006355491932481527,0.0070075830444693565
47,0.0059683555737137794,0.006815974600613117
48,0.005723518319427967,0.006520384456962347
49,0.005470361094921827,0.006236966233700514
50,0.00523022934794426,0.006120564881712198
51,0.0049181729555130005,0.0058867186307907104
52,0.004738891031593084,0.00581631064414978
53,0.004535111598670483,0.005423428490757942
54,0.0042764563113451,0.00530338566750288
55,0.00412709591910243,0.00527005223557353
56,0.003852817928418517,0.004921981133520603
57,0.003671012818813324,0.004827307071536779
58,0.003507220419123769,0.004846167750656605
59,0.0033931040670722723,0.004602951463311911
60,0.003215519245713949,0.004482586868107319
61,0.003027642611414194,0.004447431769222021
62,0.0028889053501188755,0.00426672725006938
63,0.002768597798421979,0.0041306521743535995
64,0.0026606516912579536,0.004210850223898888
65,0.0025163672398775816,0.004069727845489979
66,0.002378984587267041,0.003891722531989217
67,0.0022949762642383575,0.003819623962044716
68,0.002173431683331728,0.0037986605893820524
69,0.0020740085747092962,0.0037681288085877895
70,0.0019951616413891315,0.003666756907477975
71,0.001919790985994041,0.003530108602717519
72,0.0018676669569686055,0.0035924743860960007
73,0.0017652790993452072,0.0034857438877224922
74,0.0016487865941599011,0.0034524810034781694
75,0.0016500622732564807,0.003622421296313405
76,0.0015821120468899608,0.0036599189043045044
77,0.0015127748483791947,0.003225959837436676
78,0.0014107413589954376,0.0033732594456523657
79,0.00135221634991467,0.003268325002864003
80,0.0013133689062669873,0.0032747096847742796
81,0.0012944105546921492,0.0033468857873231173
82,0.0012102278415113688,0.003180859610438347
83,0.001106236013583839,0.003159967949613929
84,0.0010805808706209064,0.003142173634842038
85,0.001034563989378512,0.0031338706612586975
86,0.0010011937702074647,0.0031424171756953
87,0.0009636053000576794,0.003059071721509099
88,0.0009337295196019113,0.0030466578900814056
89,0.0008857881184667349,0.003175348276272416
90,0.0008559749694541097,0.00319664622657001
91,0.0008271152037195861,0.0030236488673835993
92,0.0007839146419428289,0.0029617405962198973
93,0.0007362152100540698,0.0029838744085282087
94,0.0007143819821067154,0.0030277336481958628
95,0.0006972614210098982,0.0030669004190713167
96,0.0006513422704301775,0.003020193427801132
97,0.0006325106369331479,0.0031499702017754316
